Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name,Fertilizer Usage (kg/ha)
24.68,49.73,57.68,Black,Ground Nuts,36,0,0,N-P-K(17:17:17),65.60594923004841
23.48,47.26,34.88,Loamy,Ground Nuts,18,0,21,Urea,65.65073509308871
34.27,69.31,41.01,Loamy,Oil seeds,38,0,0,N-P-K(17:17:17),66.17168001678255
24.87,66.48,38.24,Black,Barley,13,17,16,N-P-K(17:17:17),58.488040853178425
31.6,46.43,60.07,Loamy,Tobacco,35,0,0,N-P-K(17:17:17),87.58496220034068
33.9,64.42,47.41,Sandy,Millets,23,0,13,Gromor(28:28),58.5724220801567
29.68,61.79,25.12,Loamy,Wheat,40,3,0,Gromor(20:20:0:13),56.45145682292845
36.07,67.14,27.42,Clayey,Oil seeds,35,1,0,Urea,81.21964243911921
30.88,47.99,36.9,Sandy,Ground Nuts,44,0,3,DAP,58.08222574585196
23.28,50.87,49.11,Clayey,Paddy,20,0,21,Gromor(10:26:26),89.86492096036552
25.46,51.66,35.48,Clayey,Sugarcane,23,4,14,N-P-K(17:17:17),73.57740705283591
31.97,56.88,44.52,Sandy,Ground Nuts,7,9,27,Gromor(10:26:26),61.61277831080641
33.65,54.44,47.34,Loamy,Pulses,20,0,20,Gromor(28:28),68.78515344916227
29.41,52.2,37.85,Clayey,Wheat,42,0,0,Gromor(28:28),72.74449533560234
33.14,53.67,35.54,Loamy,Wheat,11,0,40,DAP,76.16115961348169
34.04,51.83,35.12,Loamy,Maize,7,12,25,Gromor(10:26:26),58.41494920611552
29.59,69.84,47.02,Sandy,Ground Nuts,45,4,2,DAP,68.43659991058146
21.86,61.37,27.44,Clayey,Millets,9,17,15,Gromor(10:26:26),45.60468541488236
25.15,53.19,39.29,Sandy,Pulses,7,10,23,Gromor(10:26:26),51.264475558702976
28.5,65.02,37.98,Black,Tobacco,18,0,38,Gromor(14:35:14),77.2730713618175
25.95,54.58,31.28,Black,Cotton,8,0,13,Gromor(28:28),76.80464369916746
28.8,55.76,35.61,Loamy,Ground Nuts,9,0,35,Gromor(20:20:0:13),57.550577205790326
28.73,63.67,33.14,Loamy,Paddy,10,0,13,N-P-K(17:17:17),76.6951650268245
28.11,45.22,66.38,Red,Maize,14,3,19,DAP,90.46021843083953
24.63,51.74,20.0,Loamy,Paddy,10,14,25,N-P-K(17:17:17),71.91238484665894
24.23,60.39,25.34,Loamy,Barley,38,0,1,DAP,64.69965029970666
35.44,59.69,21.57,Sandy,Pulses,8,0,36,Urea,61.53213258633593
32.54,55.61,56.88,Clayey,Oil seeds,10,0,33,Gromor(28:28),84.18924011993036
29.74,50.15,30.71,Black,Cotton,24,2,25,Gromor(10:26:26),53.003093288253595
32.17,47.61,35.09,Clayey,Tobacco,44,0,0,Gromor(10:26:26),81.87431708137164
31.94,53.5,34.06,Black,Wheat,6,1,14,N-P-K(17:17:17),76.42947291195333
32.9,54.1,49.07,Black,Wheat,10,0,4,Urea,112.67698560591909
30.2,44.61,36.62,Clayey,Pulses,21,0,22,DAP,69.02579702926973
28.07,71.72,34.22,Red,Tobacco,43,0,0,DAP,72.3406602294495
33.42,53.47,50.87,Sandy,Oil seeds,7,2,36,Gromor(28:28),79.62917913916937
38.9,76.36,23.34,Black,Ground Nuts,8,3,38,Gromor(10:26:26),56.774452315521664
28.68,59.59,30.67,Clayey,Oil seeds,17,12,14,Gromor(10:26:26),56.147026257378904
30.71,61.75,42.85,Loamy,Maize,23,3,23,Gromor(14:35:14),53.423633169651296
29.26,46.67,40.59,Clayey,Cotton,11,1,36,N-P-K(17:17:17),65.82276381441335
33.76,64.28,62.87,Sandy,Millets,7,0,39,N-P-K(17:17:17),69.45916442774758
27.86,67.32,40.15,Clayey,Sugarcane,5,0,9,N-P-K(17:17:17),91.86511311026828
28.44,56.96,55.12,Black,Paddy,10,0,6,Gromor(28:28),128.21349518672812
29.24,46.88,44.55,Black,Barley,15,4,34,Gromor(20:20:0:13),63.563540151056884
33.89,67.27,44.73,Clayey,Sugarcane,21,0,13,Gromor(10:26:26),94.20071797984852
29.21,48.17,26.09,Red,Oil seeds,15,11,13,Gromor(28:28),53.937808789639554
33.05,61.26,28.59,Black,Millets,20,0,22,Gromor(14:35:14),41.969530045537915
27.83,50.75,31.94,Red,Paddy,15,0,44,Gromor(14:35:14),83.59275360194027
25.88,42.06,48.59,Black,Maize,15,4,31,Gromor(10:26:26),62.73257539656243
37.68,64.53,62.03,Clayey,Millets,17,0,36,DAP,87.48362458349767
35.76,52.2,41.09,Sandy,Maize,36,0,2,Gromor(10:26:26),59.732884472225976
30.46,58.56,39.96,Sandy,Tobacco,38,1,4,Gromor(20:20:0:13),64.75478858836917
34.07,61.18,26.06,Black,Tobacco,7,4,33,Urea,84.96193062867886
34.33,54.12,42.26,Sandy,Maize,26,0,18,Gromor(10:26:26),65.3539613081883
22.92,51.28,23.58,Clayey,Millets,36,0,0,Gromor(14:35:14),50.432164178985545
35.58,65.91,30.27,Red,Tobacco,11,0,12,Gromor(14:35:14),80.24404059997724
31.27,50.14,42.65,Red,Barley,42,2,2,DAP,71.71291798443654
26.24,60.66,48.23,Black,Tobacco,27,2,17,Gromor(20:20:0:13),74.22710128709681
33.36,49.37,28.54,Black,Cotton,16,0,36,DAP,62.72264909795649
27.0,58.9,67.14,Red,Paddy,10,0,10,Urea,143.27473437
34.61,56.25,58.99,Red,Oil seeds,41,0,0,Gromor(28:28),76.67183781849435
25.43,50.03,57.43,Loamy,Pulses,5,11,30,Urea,80.77611986555057
28.68,68.2,43.9,Sandy,Cotton,21,0,28,DAP,64.28748296797723
21.33,53.57,55.5,Clayey,Millets,7,13,19,DAP,80.30013729859355
37.75,58.35,37.82,Red,Wheat,33,0,0,Urea,81.33476176448944
35.21,73.16,48.0,Black,Sugarcane,8,4,13,Gromor(28:28),94.16507976215667
29.75,56.27,31.85,Loamy,Barley,6,11,28,Gromor(20:20:0:13),53.33014280905082
23.77,54.99,41.64,Clayey,Maize,25,0,14,Gromor(10:26:26),69.70445452351791
34.64,54.07,50.89,Black,Maize,21,0,27,Urea,93.5885138584047
31.77,48.2,49.79,Clayey,Millets,22,1,20,Gromor(20:20:0:13),55.31850424169012
22.76,49.09,32.91,Black,Pulses,1,22,19,Gromor(14:35:14),50.863699354110636
32.98,66.5,41.35,Clayey,Paddy,26,0,24,Urea,106.92743468217365
26.24,54.1,38.98,Loamy,Millets,12,0,11,Gromor(20:20:0:13),60.68841195044408
31.48,62.77,52.55,Sandy,Tobacco,18,4,16,Gromor(28:28),87.62065905953948
30.87,68.3,42.11,Loamy,Cotton,12,13,16,Urea,79.72804039676389
33.65,56.18,56.49,Sandy,Oil seeds,8,10,15,Gromor(28:28),76.84904427492867
24.49,60.36,22.61,Black,Millets,9,15,19,DAP,45.1136883255452
27.9,57.2,31.87,Clayey,Pulses,15,0,34,DAP,62.79409616244771
25.3,58.41,32.96,Loamy,Maize,42,4,0,Gromor(20:20:0:13),52.24764780067009
33.84,59.65,46.92,Clayey,Pulses,18,0,19,DAP,69.0860346780395
33.61,64.0,22.98,Sandy,Oil seeds,8,11,29,DAP,51.19052928753207
32.61,72.07,32.62,Clayey,Millets,13,3,37,Gromor(14:35:14),61.160109087634225
26.98,44.04,66.35,Clayey,Paddy,9,0,14,Urea,150.0
26.08,46.32,70.0,Sandy,Paddy,43,0,4,Gromor(28:28),111.5518063260244
23.46,44.89,36.24,Black,Paddy,15,4,38,Gromor(28:28),86.54506480091575
22.68,55.72,37.57,Loamy,Tobacco,11,3,17,Gromor(20:20:0:13),72.52717658489225
32.61,54.03,34.38,Loamy,Wheat,3,19,21,Gromor(20:20:0:13),62.59829839415488
22.73,57.96,38.9,Red,Barley,20,4,24,Urea,68.51522070208763
33.53,69.87,62.59,Sandy,Tobacco,13,0,37,N-P-K(17:17:17),87.7246802255768
29.59,61.69,42.35,Sandy,Pulses,25,1,20,Gromor(14:35:14),47.13307366920152
35.43,75.29,47.09,Clayey,Barley,11,8,32,Gromor(14:35:14),57.49954480383077
28.02,58.94,45.14,Clayey,Pulses,8,0,33,DAP,72.18119708972462
28.71,50.83,38.48,Clayey,Oil seeds,41,0,0,DAP,76.8732539712998
28.69,57.93,30.03,Sandy,Sugarcane,32,1,2,N-P-K(17:17:17),58.29864711314046
31.97,74.57,25.98,Loamy,Wheat,11,0,10,Gromor(20:20:0:13),73.404882782185
38.94,72.08,57.52,Black,Maize,14,18,13,Gromor(14:35:14),80.83365310236196
27.52,45.64,50.85,Black,Wheat,24,3,19,N-P-K(17:17:17),88.43980215133706
27.02,50.44,41.89,Clayey,Tobacco,7,17,12,Gromor(20:20:0:13),73.51337805730803
35.55,67.27,37.82,Sandy,Pulses,9,0,41,DAP,65.94029382437625
34.18,74.74,50.05,Red,Maize,38,2,0,Gromor(10:26:26),58.916202621111765
36.35,71.25,37.03,Sandy,Millets,21,1,20,N-P-K(17:17:17),60.94281144777934
29.98,53.76,60.3,Loamy,Millets,9,0,38,N-P-K(17:17:17),79.45964983733488
22.47,54.03,32.7,Clayey,Ground Nuts,35,2,0,Gromor(10:26:26),60.20177697438549
29.13,67.3,34.87,Black,Paddy,17,0,37,Gromor(28:28),86.91741985014214
30.91,69.94,41.75,Sandy,Maize,17,0,11,Gromor(10:26:26),66.55809466075402
28.89,56.51,48.61,Clayey,Maize,18,4,28,N-P-K(17:17:17),58.97770086264265
28.99,60.36,45.61,Black,Sugarcane,16,0,40,Gromor(28:28),88.21360695730532
27.53,56.83,40.73,Black,Pulses,44,0,0,Gromor(14:35:14),66.89993699367962
38.55,59.74,67.6,Red,Barley,13,3,37,Gromor(20:20:0:13),75.56250528142104
33.73,65.97,52.77,Clayey,Pulses,10,22,19,Gromor(10:26:26),70.74199334646688
28.95,61.0,49.42,Sandy,Paddy,5,5,24,Gromor(10:26:26),90.12783389727335
29.44,60.05,37.08,Loamy,Pulses,32,2,0,Gromor(20:20:0:13),61.94641118502728
37.91,78.37,47.5,Black,Tobacco,37,4,2,Gromor(14:35:14),87.66841806547697
22.06,53.64,62.43,Sandy,Millets,38,0,2,Urea,68.09414985308744
29.9,50.37,36.94,Red,Maize,10,17,21,Gromor(14:35:14),55.92354592910673
29.48,65.8,57.41,Loamy,Cotton,1,5,27,Gromor(14:35:14),94.41373150133307
40.0,69.31,59.57,Sandy,Wheat,40,0,4,DAP,85.80759578906179
25.82,56.18,61.74,Loamy,Tobacco,7,2,8,Gromor(28:28),107.51618751274341
28.24,40.02,40.05,Red,Pulses,1,17,15,Gromor(20:20:0:13),49.37634975907022
32.76,51.56,45.73,Sandy,Ground Nuts,31,2,0,DAP,69.76035983262886
36.77,64.73,55.77,Red,Tobacco,8,3,28,N-P-K(17:17:17),91.18749875685246
20.58,55.92,31.05,Loamy,Ground Nuts,21,0,18,Gromor(14:35:14),61.982712936150506
21.55,53.17,35.77,Red,Paddy,22,1,18,DAP,85.81973201778447
31.85,64.85,57.26,Loamy,Pulses,35,0,2,DAP,75.53790669632556
27.38,50.41,31.84,Clayey,Paddy,16,0,36,N-P-K(17:17:17),90.05559614579369
24.4,57.91,27.16,Loamy,Millets,12,10,31,DAP,46.173974800436596
32.6,54.47,50.6,Clayey,Sugarcane,3,17,13,Gromor(20:20:0:13),105.10541755952087
30.3,52.93,55.68,Loamy,Ground Nuts,10,16,12,Gromor(14:35:14),86.33842837801774
36.87,57.57,45.09,Clayey,Wheat,4,9,33,N-P-K(17:17:17),83.01591283871821
34.86,62.76,36.35,Red,Wheat,2,21,13,Gromor(28:28),78.66130639897322
35.65,71.86,53.99,Loamy,Barley,44,0,0,Gromor(14:35:14),84.12497228403244
30.31,50.43,35.53,Clayey,Maize,25,0,22,Gromor(28:28),60.595101287784495
25.23,48.47,57.13,Red,Wheat,9,0,6,Gromor(14:35:14),97.60629339741058
26.81,65.88,59.33,Loamy,Millets,10,0,5,Gromor(20:20:0:13),81.74585261320865
38.19,61.79,70.0,Loamy,Sugarcane,2,7,27,Gromor(20:20:0:13),118.37907032579935
33.87,62.52,61.81,Sandy,Millets,6,9,36,Gromor(10:26:26),71.0605274404798
28.87,57.72,46.25,Clayey,Sugarcane,5,8,33,Gromor(28:28),94.23835874952992
37.83,59.3,43.69,Loamy,Cotton,13,11,12,N-P-K(17:17:17),73.5740655151096
29.8,59.07,54.15,Sandy,Oil seeds,9,0,42,Urea,88.91276553037784
32.93,59.84,31.68,Loamy,Pulses,12,0,34,Gromor(28:28),50.514371033288995
26.86,48.06,41.76,Sandy,Maize,37,0,0,Gromor(14:35:14),59.37777543930725
35.24,56.8,37.98,Red,Ground Nuts,17,3,35,Gromor(28:28),49.06235821439452
35.85,63.92,50.71,Loamy,Barley,17,13,16,Gromor(14:35:14),77.39175445054492
29.78,70.86,33.51,Clayey,Ground Nuts,12,0,9,Gromor(20:20:0:13),69.3824411537016
21.61,58.34,25.13,Clayey,Maize,17,18,10,N-P-K(17:17:17),52.3603271976914
27.69,65.61,48.22,Red,Oil seeds,8,12,13,Urea,72.93006684206864
24.76,43.52,35.03,Sandy,Ground Nuts,34,1,4,N-P-K(17:17:17),64.27425865988621
30.93,47.92,53.87,Sandy,Tobacco,8,3,33,Gromor(14:35:14),86.35035158148891
29.99,54.05,36.41,Clayey,Pulses,16,0,13,Gromor(20:20:0:13),61.725166323817724
28.32,51.25,38.83,Sandy,Oil seeds,10,0,17,DAP,69.03733054474961
32.3,57.5,28.11,Black,Ground Nuts,4,8,30,N-P-K(17:17:17),54.93166819120151
28.84,56.24,54.54,Loamy,Maize,39,4,3,DAP,82.14555836967166
34.15,64.07,42.61,Clayey,Barley,17,4,22,Gromor(20:20:0:13),65.2128333148694
34.1,59.07,37.26,Red,Paddy,21,0,26,Gromor(14:35:14),91.00357735935536
29.23,57.13,41.46,Red,Maize,42,3,1,Gromor(20:20:0:13),58.114285392634514
32.1,61.91,33.02,Loamy,Ground Nuts,11,5,25,Gromor(10:26:26),51.11481076641233
29.11,56.7,40.85,Red,Pulses,39,0,0,Gromor(10:26:26),49.08022465214185
30.83,43.14,58.64,Black,Wheat,15,0,11,DAP,106.72263351282177
29.28,64.36,38.44,Black,Wheat,21,0,19,Gromor(28:28),85.4012987497425
25.66,68.77,42.77,Sandy,Tobacco,8,1,6,DAP,91.75050280655577
29.51,61.2,48.69,Loamy,Wheat,40,0,0,N-P-K(17:17:17),66.42737716365758
29.72,51.46,39.97,Black,Oil seeds,16,6,11,DAP,75.81709637062977
33.16,68.18,27.27,Loamy,Maize,35,3,0,Urea,63.49262086257594
38.57,69.47,35.76,Sandy,Ground Nuts,16,0,37,DAP,61.74114736779035
30.4,58.65,58.25,Sandy,Tobacco,9,3,36,Gromor(28:28),90.35718392291625
34.75,70.91,33.64,Clayey,Maize,14,0,35,Gromor(20:20:0:13),60.3188682294505
25.52,57.37,36.07,Sandy,Paddy,15,15,20,Gromor(28:28),71.24802363744112
27.58,60.64,42.28,Loamy,Wheat,14,2,12,DAP,76.15722741008115
33.06,73.54,63.25,Red,Sugarcane,3,13,31,Gromor(14:35:14),99.70165556314127
30.98,60.43,34.78,Clayey,Millets,35,3,0,DAP,74.04780094624235
38.1,74.1,66.48,Loamy,Sugarcane,33,0,3,N-P-K(17:17:17),103.68075176434586
28.06,60.94,51.32,Clayey,Cotton,12,0,5,Gromor(10:26:26),91.9656314924516
25.92,63.87,37.41,Red,Sugarcane,10,0,14,Gromor(10:26:26),78.73238936382323
28.82,48.22,36.64,Loamy,Tobacco,34,3,0,Urea,92.88339722118693
37.06,75.75,28.48,Loamy,Oil seeds,12,0,34,Urea,71.4401847721256
32.73,68.98,46.02,Clayey,Pulses,25,0,27,Urea,75.67442935076605
29.23,61.98,39.5,Loamy,Sugarcane,8,16,18,Gromor(14:35:14),83.46850900475114
31.37,64.37,50.13,Clayey,Pulses,24,0,21,Gromor(20:20:0:13),62.09127350102013
34.0,59.81,36.57,Sandy,Wheat,18,3,24,DAP,59.148072173480514
31.81,58.06,49.03,Black,Wheat,12,10,11,Urea,104.96029384241609
22.25,58.5,48.46,Sandy,Pulses,19,0,14,Gromor(20:20:0:13),61.641530130299984
31.1,60.2,37.11,Clayey,Maize,10,4,6,Gromor(20:20:0:13),78.13385492631426
35.42,57.14,39.62,Sandy,Pulses,20,0,21,Urea,76.15326290923261
26.7,56.64,48.14,Black,Barley,31,0,0,Gromor(20:20:0:13),64.17681311458036
32.35,63.16,38.72,Red,Barley,14,2,42,Gromor(28:28),67.64816405257626
24.07,56.17,37.66,Black,Pulses,38,0,0,DAP,68.65683370157421
36.03,64.38,52.82,Sandy,Barley,41,1,3,Gromor(10:26:26),60.664583695106174
33.45,73.71,34.17,Clayey,Ground Nuts,27,0,25,Gromor(28:28),62.44336705207549
34.69,66.52,43.91,Black,Tobacco,13,17,14,DAP,95.89491168242026
26.83,55.99,70.0,Black,Ground Nuts,15,1,31,Gromor(28:28),75.82274996340938
37.23,57.81,35.92,Red,Sugarcane,38,1,3,Urea,89.1082792610714
37.91,67.79,65.15,Loamy,Ground Nuts,14,2,42,N-P-K(17:17:17),75.65940747079418
32.7,52.68,51.6,Sandy,Oil seeds,13,0,33,Gromor(20:20:0:13),62.83410012906552
30.57,51.83,41.43,Black,Pulses,39,0,0,Gromor(20:20:0:13),58.70690189849701
27.81,50.2,35.57,Black,Oil seeds,20,0,18,Gromor(28:28),60.36358703510351
28.53,48.81,31.53,Sandy,Tobacco,13,7,13,Urea,73.37350576466417
32.33,66.18,32.51,Sandy,Tobacco,45,1,0,Gromor(14:35:14),69.91210620877092
34.3,69.48,20.0,Black,Millets,10,5,25,N-P-K(17:17:17),46.89129178701948
26.61,57.1,26.11,Loamy,Tobacco,10,0,43,DAP,73.74178142721306
30.74,57.16,66.9,Sandy,Sugarcane,38,0,3,Gromor(20:20:0:13),82.7918228028322
24.54,66.05,39.14,Black,Paddy,15,0,34,Gromor(20:20:0:13),83.03323144760985
34.76,60.13,44.36,Sandy,Millets,15,4,42,N-P-K(17:17:17),54.10678091510743
25.47,55.49,58.13,Loamy,Sugarcane,13,11,28,Gromor(28:28),95.21739757650028
27.35,62.5,42.01,Sandy,Ground Nuts,12,4,12,Gromor(14:35:14),49.889847733053685
28.11,55.71,25.36,Clayey,Maize,38,3,0,Gromor(14:35:14),68.44957734481689
33.96,48.63,35.77,Sandy,Ground Nuts,21,0,26,DAP,54.5057960343743
36.51,58.06,51.75,Loamy,Pulses,14,0,40,DAP,70.65941273831847
33.0,54.95,39.38,Loamy,Millets,4,0,16,DAP,72.05864407605796
24.16,49.21,39.12,Loamy,Tobacco,44,2,0,Gromor(10:26:26),67.91472088648182
32.06,61.93,57.19,Clayey,Millets,15,0,13,Urea,93.30433273028781
31.63,59.15,26.89,Black,Paddy,38,1,2,Gromor(14:35:14),79.59493034705626
35.34,74.07,53.44,Loamy,Ground Nuts,3,6,33,Urea,98.4426253375036
29.35,50.79,33.69,Loamy,Cotton,38,0,0,Gromor(20:20:0:13),58.92058295335003
33.25,55.48,47.7,Sandy,Millets,19,0,16,N-P-K(17:17:17),55.99803432480996
30.75,58.05,65.23,Red,Cotton,14,0,36,Urea,101.74832357431812
30.72,66.14,20.0,Red,Millets,2,19,21,N-P-K(17:17:17),50.50240026216677
22.18,48.97,24.49,Clayey,Maize,9,0,42,DAP,74.4501821091965
33.14,62.56,26.19,Sandy,Oil seeds,9,12,29,Urea,54.30325641193487
21.2,48.29,57.03,Sandy,Barley,34,2,0,Gromor(10:26:26),70.0825237195214
28.41,58.76,58.06,Red,Oil seeds,10,12,11,Gromor(14:35:14),69.73600124605156
22.68,56.76,68.02,Black,Cotton,8,0,11,Gromor(10:26:26),84.57613064850752
37.59,56.26,44.68,Red,Tobacco,42,2,4,Gromor(28:28),86.35402108368727
30.81,47.67,38.48,Sandy,Sugarcane,5,19,24,Urea,70.08920848391516
31.48,59.28,37.95,Black,Pulses,23,1,25,Gromor(14:35:14),59.60991274306364
29.47,59.62,31.33,Red,Sugarcane,41,1,2,Gromor(10:26:26),69.25347243546484
28.52,63.14,37.44,Black,Paddy,33,2,0,Urea,105.17017062146597
37.46,62.66,42.24,Clayey,Millets,34,0,0,Urea,83.34016975123515
24.64,58.38,63.27,Loamy,Maize,38,0,0,Gromor(20:20:0:13),68.73302967484555
40.0,77.27,38.47,Red,Millets,15,0,40,N-P-K(17:17:17),61.129570126862774
22.31,49.61,31.26,Black,Wheat,17,0,17,DAP,69.82899891167345
29.54,59.13,40.66,Loamy,Sugarcane,41,0,0,N-P-K(17:17:17),74.42099505382335
35.59,59.08,70.0,Black,Barley,6,10,13,DAP,111.85632244595827
33.9,62.16,47.51,Sandy,Pulses,6,14,17,DAP,68.19333364340059
34.54,58.84,53.98,Black,Tobacco,10,19,13,Gromor(28:28),105.36798174791427
33.48,58.65,32.9,Loamy,Sugarcane,7,3,39,Gromor(28:28),88.36836344082121
34.99,75.44,53.77,Loamy,Oil seeds,19,0,42,Gromor(20:20:0:13),66.8890163794073
40.0,66.7,69.57,Red,Ground Nuts,14,4,40,Gromor(28:28),75.75069296578657
26.37,52.2,36.71,Loamy,Cotton,17,4,44,Gromor(14:35:14),56.655168035386396
30.89,58.66,49.31,Loamy,Ground Nuts,15,0,8,Gromor(14:35:14),76.16413108207786
28.31,43.74,42.46,Red,Ground Nuts,8,0,35,Gromor(20:20:0:13),54.40472513681105
24.14,51.65,39.68,Black,Sugarcane,7,4,27,Gromor(14:35:14),86.69658777972067
24.67,47.76,26.37,Loamy,Millets,35,1,2,Gromor(10:26:26),57.05629561500362
23.6,55.67,40.76,Black,Pulses,16,2,21,Gromor(20:20:0:13),47.47387725836637
27.74,65.66,67.85,Loamy,Millets,13,0,36,N-P-K(17:17:17),73.98633092433248
27.83,41.06,29.89,Sandy,Sugarcane,15,16,7,Urea,71.91974192776864
28.66,64.42,38.34,Black,Oil seeds,13,15,11,Gromor(28:28),71.31731433913185
27.57,47.43,38.87,Red,Sugarcane,21,0,19,Gromor(20:20:0:13),71.29453680404258
32.25,51.79,35.69,Black,Millets,14,0,10,DAP,71.50511234175629
33.02,48.8,52.02,Clayey,Ground Nuts,22,0,15,Gromor(28:28),76.76102043802936
30.68,54.7,40.85,Black,Maize,19,0,13,DAP,73.2794761993545
30.56,60.51,28.79,Red,Wheat,16,1,40,Gromor(20:20:0:13),58.27701710188159
25.84,60.68,34.82,Sandy,Cotton,7,12,27,Gromor(14:35:14),54.3398099549744
34.57,55.7,53.44,Clayey,Oil seeds,43,0,0,Gromor(14:35:14),78.938141156092
26.71,55.16,44.94,Red,Cotton,24,0,22,Gromor(10:26:26),61.89707947493141
22.88,46.03,22.86,Black,Oil seeds,11,0,13,Gromor(28:28),67.75727759367717
33.69,55.35,60.53,Black,Oil seeds,12,7,36,Gromor(10:26:26),73.82699788164925
29.22,49.26,33.55,Red,Wheat,35,0,0,Gromor(28:28),75.2309962804095
32.64,67.85,32.04,Loamy,Maize,5,7,27,N-P-K(17:17:17),62.07368744008252
25.17,47.0,37.3,Black,Tobacco,6,22,13,Gromor(10:26:26),66.24777841875571
30.7,57.61,50.29,Black,Oil seeds,16,0,7,Urea,98.45764868762227
29.75,58.55,65.87,Clayey,Barley,18,1,40,Gromor(10:26:26),66.82603743870786
27.58,64.9,58.56,Red,Ground Nuts,11,14,10,Gromor(20:20:0:13),63.42398170115531
30.12,64.91,33.26,Sandy,Millets,35,0,4,Gromor(20:20:0:13),50.17873675485137
28.43,63.69,37.41,Sandy,Millets,1,21,19,N-P-K(17:17:17),50.33489025435102
26.62,61.65,36.08,Loamy,Paddy,31,0,0,Gromor(20:20:0:13),88.15564774590075
33.94,57.36,51.49,Clayey,Millets,10,2,41,Gromor(20:20:0:13),66.50308380082114
33.34,65.67,58.35,Black,Millets,12,3,37,N-P-K(17:17:17),76.87214226914504
31.03,54.07,57.8,Black,Cotton,6,0,16,Gromor(28:28),102.20932882896717
32.8,73.72,52.98,Clayey,Pulses,2,6,25,Urea,98.12871316006864
33.37,65.55,45.17,Red,Paddy,13,0,36,Gromor(20:20:0:13),91.11669870221422
26.13,55.73,53.35,Red,Oil seeds,13,0,5,Urea,100.2436799728086
29.21,57.9,34.9,Red,Barley,10,14,24,Urea,62.55046355307371
33.39,63.67,59.26,Black,Maize,11,16,15,N-P-K(17:17:17),75.76733839753766
30.47,61.98,21.87,Black,Millets,42,0,1,DAP,53.69802284981052
24.6,59.94,58.54,Black,Barley,12,0,12,N-P-K(17:17:17),76.2128991312749
32.18,53.01,45.88,Sandy,Barley,1,18,14,DAP,75.3371533301742
26.48,61.28,57.82,Sandy,Sugarcane,9,3,16,Gromor(10:26:26),102.33802962871658
33.16,63.11,53.91,Sandy,Pulses,23,0,28,Gromor(10:26:26),54.91252697398004
37.39,69.61,67.14,Red,Millets,38,0,2,Gromor(20:20:0:13),68.83177823860063
38.64,74.69,33.53,Sandy,Sugarcane,14,3,16,Urea,92.07872022801914
22.93,59.18,36.33,Loamy,Pulses,11,0,38,N-P-K(17:17:17),58.12506515118626
31.44,62.56,39.08,Red,Paddy,45,0,0,Gromor(20:20:0:13),80.43197708119054
25.6,66.44,64.99,Clayey,Tobacco,9,6,29,DAP,104.01313510828672
33.19,59.66,56.19,Loamy,Paddy,6,12,14,Gromor(14:35:14),132.80310701761204
27.12,47.82,58.64,Clayey,Sugarcane,38,0,0,Urea,116.32754955579856
28.19,51.2,44.38,Clayey,Cotton,24,0,16,Gromor(14:35:14),64.68968629100947
31.97,58.34,59.73,Red,Cotton,6,11,32,DAP,88.49917735418765
34.13,65.02,35.68,Black,Cotton,41,0,3,DAP,80.1322361591132
26.4,65.58,44.9,Sandy,Maize,27,0,20,Urea,67.91922742497127
37.03,63.45,39.53,Red,Cotton,39,3,0,Gromor(20:20:0:13),59.41838925696813
21.34,54.69,39.42,Red,Pulses,20,2,26,Gromor(14:35:14),58.66308401569302
30.34,57.74,34.86,Red,Millets,16,0,42,DAP,70.7839222256767
27.05,53.84,37.54,Black,Maize,23,0,24,Gromor(14:35:14),63.02664979716478
28.09,53.58,27.41,Loamy,Ground Nuts,13,6,14,Gromor(28:28),62.874008250474695
36.19,70.05,26.41,Black,Wheat,19,3,24,Gromor(14:35:14),59.045085081336154
27.86,44.14,58.37,Black,Barley,13,0,16,Gromor(14:35:14),89.38317602238754
26.41,56.89,37.25,Loamy,Oil seeds,31,0,2,N-P-K(17:17:17),55.16187509584493
28.03,42.81,70.0,Black,Sugarcane,5,0,14,Gromor(10:26:26),121.42827744330957
29.21,57.22,49.29,Clayey,Paddy,17,13,14,Gromor(14:35:14),105.82594981185743
37.56,66.53,37.17,Black,Sugarcane,15,0,39,Gromor(14:35:14),85.17461431651468
35.57,69.22,38.56,Clayey,Tobacco,26,0,17,Gromor(28:28),78.71740493446369
34.43,59.77,62.97,Red,Cotton,17,2,42,Gromor(14:35:14),76.73014454574492
31.27,43.49,37.61,Loamy,Barley,35,0,3,Gromor(14:35:14),69.26221242871426
25.82,61.11,39.24,Red,Barley,6,20,16,N-P-K(17:17:17),54.60385485954045
26.5,45.75,61.25,Red,Millets,36,0,0,DAP,71.49634172601449
34.03,60.39,43.18,Loamy,Sugarcane,10,0,6,Gromor(10:26:26),94.19299714727262
28.01,50.4,61.19,Red,Millets,6,2,11,DAP,86.70122515476395
28.67,55.39,64.88,Clayey,Oil seeds,14,3,35,N-P-K(17:17:17),74.67463563954529
30.47,67.64,60.18,Red,Cotton,39,0,0,N-P-K(17:17:17),74.15499481671554
29.93,66.3,55.91,Black,Cotton,8,9,11,DAP,101.52458732708196
30.69,60.36,64.89,Loamy,Barley,7,9,32,N-P-K(17:17:17),78.26401623287188
30.92,49.97,58.06,Loamy,Tobacco,13,0,37,Urea,104.83353997191084
